ID,State,State Abbreviation,Region,Year,Gender,EducationLevelofMother,EducationLevel,NumberOfBirths,AverageAgeOfMother ,AverageBirthWeight ,LowBirthWeight
5024,Virginia,VA,Southeast,2019,M,Associate degree,5,3607,29.9,3353.2,No
5025,Virginia,VA,Southeast,2019,M,Bachelor's degree,6,11421,31.7,3383.5,No
5026,Virginia,VA,Southeast,2019,M,Master's degree,7,6456,33.3,3384.6,No
5027,Virginia,VA,Southeast,2019,M,Doctorate,8,1744,34.4,3356.6,No
5028,Virginia,VA,Southeast,2019,M,Not Stated,9,743,30.3,3209.4,No
5029,Virginia,VA,Southeast,2020,F,8th grade or less,1,1406,30,3197.4,No
5030,Virginia,VA,Southeast,2020,F,9th through 12th grade,2,2680,25.6,3103.2,No
5031,Virginia,VA,Southeast,2020,F,High school graduate,3,12130,26.9,3153,No
5032,Virginia,VA,Southeast,2020,F,Some college credit,4,7728,28.7,3186,No
5033,Virginia,VA,Southeast,2020,F,Associate degree,5,3352,30.1,3205.6,No
5034,Virginia,VA,Southeast,2020,F,Bachelor's degree,6,10649,31.8,3280,No
5035,Virginia,VA,Southeast,2020,F,Master's degree,7,6097,33.4,3265,No
5036,Virginia,VA,Southeast,2020,F,Doctorate,8,1645,34.4,3249.8,No
5037,Virginia,VA,Southeast,2020,F,Not Stated,9,436,30.8,3161.3,No
5038,Virginia,VA,Southeast,2020,M,8th grade or less,1,1506,29.6,3282.5,No
5039,Virginia,VA,Southeast,2020,M,9th through 12th grade,2,2815,25.8,3226.6,No
5040,Virginia,VA,Southeast,2020,M,High school graduate,3,13014,26.8,3270.6,No
5041,Virginia,VA,Southeast,2020,M,Some college credit,4,8058,28.7,3314.4,No
5042,Virginia,VA,Southeast,2020,M,Associate degree,5,3564,30.2,3331.3,No
5043,Virginia,VA,Southeast,2020,M,Bachelor's degree,6,11195,31.7,3390.6,No
5044,Virginia,VA,Southeast,2020,M,Master's degree,7,6333,33.4,3382,No
5045,Virginia,VA,Southeast,2020,M,Doctorate,8,1699,34.3,3358.2,No
5046,Virginia,VA,Southeast,2020,M,Not Stated,9,442,30.5,3185.6,No
5047,Virginia,VA,Southeast,2021,F,8th grade or less,1,1404,30,3219.3,No
5048,Virginia,VA,Southeast,2021,F,9th through 12th grade,2,2644,26,3116,No
5049,Virginia,VA,Southeast,2021,F,High school graduate,3,11750,26.8,3143.6,No
5050,Virginia,VA,Southeast,2021,F,Some college credit,4,7395,28.9,3205.6,No
5051,Virginia,VA,Southeast,2021,F,Associate degree,5,3430,30.3,3217.7,No
5052,Virginia,VA,Southeast,2021,F,Bachelor's degree,6,11252,31.8,3278.1,No
5053,Virginia,VA,Southeast,2021,F,Master's degree,7,6405,33.4,3254.5,No
5054,Virginia,VA,Southeast,2021,F,Doctorate,8,1744,34.6,3266.2,No
5055,Virginia,VA,Southeast,2021,F,Not Stated,9,502,31.3,3077.1,Yes
5056,Virginia,VA,Southeast,2021,M,8th grade or less,1,1464,29.8,3268.9,No
5057,Virginia,VA,Southeast,2021,M,9th through 12th grade,2,2809,25.9,3183.7,No
5058,Virginia,VA,Southeast,2021,M,High school graduate,3,12369,27,3252.4,No
5059,Virginia,VA,Southeast,2021,M,Some college credit,4,7797,28.8,3318.6,No
5060,Virginia,VA,Southeast,2021,M,Associate degree,5,3529,30.1,3308.6,No
5061,Virginia,VA,Southeast,2021,M,Bachelor's degree,6,12072,31.9,3395.8,No
5062,Virginia,VA,Southeast,2021,M,Master's degree,7,6907,33.4,3380.1,No
5063,Virginia,VA,Southeast,2021,M,Doctorate,8,1819,34.4,3366.8,No
5064,Virginia,VA,Southeast,2021,M,Not Stated,9,533,31.5,3275,No
5065,Washington,WA,West,2016,F,8th grade or less,1,1166,30.8,3261.9,No
5066,Washington,WA,West,2016,F,9th through 12th grade,2,4064,25.4,3222.7,No
5067,Washington,WA,West,2016,F,High school graduate,3,9509,27,3268,No
5068,Washington,WA,West,2016,F,Some college credit,4,9926,28.4,3303.2,No
5069,Washington,WA,West,2016,F,Associate degree,5,4368,30,3320.6,No
5070,Washington,WA,West,2016,F,Bachelor's degree,6,9544,31.6,3325.9,No
5071,Washington,WA,West,2016,F,Master's degree,7,3979,33.1,3306.3,No
5072,Washington,WA,West,2016,F,Doctorate,8,1227,34.2,3298.8,No
5073,Washington,WA,West,2016,F,Not Stated,9,495,30,3257.9,No
5074,Washington,WA,West,2016,M,8th grade or less,1,1203,30.7,3386.1,No
5075,Washington,WA,West,2016,M,9th through 12th grade,2,4102,25.2,3317.3,No
5076,Washington,WA,West,2016,M,High school graduate,3,9794,26.9,3388,No
5077,Washington,WA,West,2016,M,Some college credit,4,10511,28.3,3417.2,No
5078,Washington,WA,West,2016,M,Associate degree,5,4732,29.9,3412.8,No
5079,Washington,WA,West,2016,M,Bachelor's degree,6,9830,31.6,3446.5,No
5080,Washington,WA,West,2016,M,Master's degree,7,4225,33,3421.2,No
5081,Washington,WA,West,2016,M,Doctorate,8,1240,34.2,3422.6,No
5082,Washington,WA,West,2016,M,Not Stated,9,590,29.6,3347.9,No
5083,Washington,WA,West,2017,F,8th grade or less,1,1077,31,3293.7,No
5084,Washington,WA,West,2017,F,9th through 12th grade,2,3646,25.7,3202.9,No
5085,Washington,WA,West,2017,F,High school graduate,3,9091,27,3276.2,No
5086,Washington,WA,West,2017,F,Some college credit,4,9563,28.6,3291.2,No
5087,Washington,WA,West,2017,F,Associate degree,5,4138,30.2,3323.6,No
5088,Washington,WA,West,2017,F,Bachelor's degree,6,9102,31.8,3322.8,No
5089,Washington,WA,West,2017,F,Master's degree,7,4146,33.1,3292.2,No
5090,Washington,WA,West,2017,F,Doctorate,8,1285,34.5,3302,No
5091,Washington,WA,West,2017,F,Not Stated,9,679,30.4,3194.8,No
5092,Washington,WA,West,2017,M,8th grade or less,1,1065,30.9,3367.6,No
5093,Washington,WA,West,2017,M,9th through 12th grade,2,3886,25.6,3316.3,No
5094,Washington,WA,West,2017,M,High school graduate,3,9648,27,3365.4,No
5095,Washington,WA,West,2017,M,Some college credit,4,9916,28.4,3409.5,No
5096,Washington,WA,West,2017,M,Associate degree,5,4374,30,3433.1,No
5097,Washington,WA,West,2017,M,Bachelor's degree,6,9718,31.8,3434.8,No
5098,Washington,WA,West,2017,M,Master's degree,7,4246,33.1,3416.7,No
5099,Washington,WA,West,2017,M,Doctorate,8,1342,34.2,3378.5,No
5100,Washington,WA,West,2017,M,Not Stated,9,640,30.4,3260,No
5101,Washington,WA,West,2018,F,8th grade or less,1,998,31.2,3256,No
5102,Washington,WA,West,2018,F,9th through 12th grade,2,3432,25.8,3215,No
5103,Washington,WA,West,2018,F,High school graduate,3,9191,27.2,3262.8,No
5104,Washington,WA,West,2018,F,Some college credit,4,9114,28.7,3280.1,No
5105,Washington,WA,West,2018,F,Associate degree,5,4173,30.2,3313,No
5106,Washington,WA,West,2018,F,Bachelor's degree,6,9179,31.9,3323.4,No
5107,Washington,WA,West,2018,F,Master's degree,7,4125,33.2,3299.2,No
5108,Washington,WA,West,2018,F,Doctorate,8,1272,34.4,3253,No
5109,Washington,WA,West,2018,F,Not Stated,9,749,30.5,3210.8,No
5110,Washington,WA,West,2018,M,8th grade or less,1,1012,31.2,3339.1,No
5111,Washington,WA,West,2018,M,9th through 12th grade,2,3643,25.7,3316.8,No
5112,Washington,WA,West,2018,M,High school graduate,3,9449,27.1,3369.3,No
5113,Washington,WA,West,2018,M,Some college credit,4,9452,28.7,3401,No
5114,Washington,WA,West,2018,M,Associate degree,5,4308,30.2,3437.2,No
5115,Washington,WA,West,2018,M,Bachelor's degree,6,9645,31.9,3435.3,No
5116,Washington,WA,West,2018,M,Master's degree,7,4309,33.2,3397.7,No
5117,Washington,WA,West,2018,M,Doctorate,8,1268,34.7,3389.5,No
5118,Washington,WA,West,2018,M,Not Stated,9,766,30.5,3311,No
5119,Washington,WA,West,2019,F,8th grade or less,1,916,31,3221.9,No
5120,Washington,WA,West,2019,F,9th through 12th grade,2,3303,25.9,3203.6,No
5121,Washington,WA,West,2019,F,High school graduate,3,8932,27.2,3263.2,No
5122,Washington,WA,West,2019,F,Some college credit,4,8897,28.8,3294,No
5123,Washington,WA,West,2019,F,Associate degree,5,4041,30.3,3312.7,No
5124,Washington,WA,West,2019,F,Bachelor's degree,6,9050,32,3323.2,No
5125,Washington,WA,West,2019,F,Master's degree,7,4324,33.5,3280.4,No
5126,Washington,WA,West,2019,F,Doctorate,8,1171,34.5,3278.6,No
5127,Washington,WA,West,2019,F,Not Stated,9,911,30.4,3240.2,No
5128,Washington,WA,West,2019,M,8th grade or less,1,894,30.6,3342,No
5129,Washington,WA,West,2019,M,9th through 12th grade,2,3338,25.9,3312.2,No
5130,Washington,WA,West,2019,M,High school graduate,3,9285,27.1,3359.5,No
5131,Washington,WA,West,2019,M,Some college credit,4,9397,28.7,3388.3,No
5132,Washington,WA,West,2019,M,Associate degree,5,4193,30.2,3411.5,No
5133,Washington,WA,West,2019,M,Bachelor's degree,6,9494,31.9,3430.6,No
5134,Washington,WA,West,2019,M,Master's degree,7,4421,33.2,3398.5,No
5135,Washington,WA,West,2019,M,Doctorate,8,1345,34.6,3373.2,No
5136,Washington,WA,West,2019,M,Not Stated,9,983,30.1,3325.4,No
5137,Washington,WA,West,2020,F,8th grade or less,1,834,30.8,3233.1,No
5138,Washington,WA,West,2020,F,9th through 12th grade,2,3093,26.1,3197.7,No
5139,Washington,WA,West,2020,F,High school graduate,3,8881,27.5,3256.6,No
5140,Washington,WA,West,2020,F,Some college credit,4,8440,29,3289.2,No
5141,Washington,WA,West,2020,F,Associate degree,5,3847,30.3,3304.6,No
5142,Washington,WA,West,2020,F,Bachelor's degree,6,8975,32,3317.4,No
5143,Washington,WA,West,2020,F,Master's degree,7,4438,33.3,3282.2,No
5144,Washington,WA,West,2020,F,Doctorate,8,1263,34.7,3247.2,No
5145,Washington,WA,West,2020,F,Not Stated,9,939,30.1,3216.2,No
5146,Washington,WA,West,2020,M,8th grade or less,1,837,31,3347.6,No
5147,Washington,WA,West,2020,M,9th through 12th grade,2,3215,25.9,3294.6,No
5148,Washington,WA,West,2020,M,High school graduate,3,9049,27.4,3366.6,No
5149,Washington,WA,West,2020,M,Some college credit,4,8929,29,3388.5,No
5150,Washington,WA,West,2020,M,Associate degree,5,4091,30.2,3428.8,No
5151,Washington,WA,West,2020,M,Bachelor's degree,6,9258,31.9,3417.1,No
5152,Washington,WA,West,2020,M,Master's degree,7,4652,33.4,3395.3,No
5153,Washington,WA,West,2020,M,Doctorate,8,1328,34.5,3380.4,No
5154,Washington,WA,West,2020,M,Not Stated,9,1017,30.4,3304.5,No
5155,Washington,WA,West,2021,F,8th grade or less,1,788,31.4,3240.6,No
5156,Washington,WA,West,2021,F,9th through 12th grade,2,2803,26,3185.2,No
5157,Washington,WA,West,2021,F,High school graduate,3,8418,27.4,3260.1,No
5158,Washington,WA,West,2021,F,Some college credit,4,8303,29.2,3273.6,No
5159,Washington,WA,West,2021,F,Associate degree,5,3951,30.4,3306.2,No
5160,Washington,WA,West,2021,F,Bachelor's degree,6,9290,32.1,3299.5,No
5161,Washington,WA,West,2021,F,Master's degree,7,4774,33.4,3260.2,No
5162,Washington,WA,West,2021,F,Doctorate,8,1354,34.8,3248.4,No
5163,Washington,WA,West,2021,F,Not Stated,9,1434,30.4,3177.2,No
5164,Washington,WA,West,2021,M,8th grade or less,1,800,30.9,3339.8,No
5165,Washington,WA,West,2021,M,9th through 12th grade,2,2902,25.9,3316,No
5166,Washington,WA,West,2021,M,High school graduate,3,8849,27.4,3356.8,No
5167,Washington,WA,West,2021,M,Some college credit,4,8657,29,3378.6,No
5168,Washington,WA,West,2021,M,Associate degree,5,4061,30.3,3417.6,No
5169,Washington,WA,West,2021,M,Bachelor's degree,6,9773,32.1,3433.2,No
5170,Washington,WA,West,2021,M,Master's degree,7,4918,33.4,3381.6,No
5171,Washington,WA,West,2021,M,Doctorate,8,1367,34.9,3359.5,No
5172,Washington,WA,West,2021,M,Not Stated,9,1469,30.3,3293.3,No
5173,West Virginia,WV,West,2016,F,8th grade or less,1,100,25.2,3054.1,Yes
5174,West Virginia,WV,West,2016,F,9th through 12th grade,2,1209,23.3,3026.4,Yes
5175,West Virginia,WV,West,2016,F,High school graduate,3,2987,25.2,3140.9,No
5176,West Virginia,WV,West,2016,F,Some college credit,4,2064,26.8,3213.8,No
5177,West Virginia,WV,West,2016,F,Associate degree,5,935,28.6,3239.8,No
5178,West Virginia,WV,West,2016,F,Bachelor's degree,6,1313,30,3261.2,No
5179,West Virginia,WV,West,2016,F,Master's degree,7,583,31.5,3284.7,No
5180,West Virginia,WV,West,2016,F,Doctorate,8,189,32.8,3273.2,No
5181,West Virginia,WV,West,2016,F,Not Stated,9,39,27.9,3031.9,Yes
5182,West Virginia,WV,West,2016,M,8th grade or less,1,112,25.8,3182.3,No
5183,West Virginia,WV,West,2016,M,9th through 12th grade,2,1250,23.2,3152.7,No
5184,West Virginia,WV,West,2016,M,High school graduate,3,2998,25,3244.3,No
5185,West Virginia,WV,West,2016,M,Some college credit,4,2136,26.8,3312.7,No
5186,West Virginia,WV,West,2016,M,Associate degree,5,933,29,3374.8,No
5187,West Virginia,WV,West,2016,M,Bachelor's degree,6,1400,30.2,3429.4,No
5188,West Virginia,WV,West,2016,M,Master's degree,7,573,31.7,3393.3,No
5189,West Virginia,WV,West,2016,M,Doctorate,8,199,32.3,3351.8,No
5190,West Virginia,WV,West,2016,M,Not Stated,9,59,31.5,3306.9,No
5191,West Virginia,WV,West,2017,F,8th grade or less,1,105,26.4,3119.4,No
5192,West Virginia,WV,West,2017,F,9th through 12th grade,2,1083,23.6,3063.4,Yes
5193,West Virginia,WV,West,2017,F,High school graduate,3,2971,25.3,3117.2,No
5194,West Virginia,WV,West,2017,F,Some college credit,4,1921,26.6,3175.6,No
5195,West Virginia,WV,West,2017,F,Associate degree,5,870,28.8,3208.5,No
5196,West Virginia,WV,West,2017,F,Bachelor's degree,6,1285,30,3288.7,No
5197,West Virginia,WV,West,2017,F,Master's degree,7,626,31.9,3331.9,No
5198,West Virginia,WV,West,2017,F,Doctorate,8,204,32.9,3196.7,No
5199,West Virginia,WV,West,2017,F,Not Stated,9,37,29.3,3012.6,Yes
5200,West Virginia,WV,West,2017,M,8th grade or less,1,107,25.6,3291.6,No
5201,West Virginia,WV,West,2017,M,9th through 12th grade,2,1133,23.7,3176.2,No
5202,West Virginia,WV,West,2017,M,High school graduate,3,3018,25,3247.1,No
5203,West Virginia,WV,West,2017,M,Some college credit,4,2190,27,3290.5,No
5204,West Virginia,WV,West,2017,M,Associate degree,5,948,28.6,3336.8,No
5205,West Virginia,WV,West,2017,M,Bachelor's degree,6,1307,30.2,3429.2,No
5206,West Virginia,WV,West,2017,M,Master's degree,7,620,31.7,3478,No
5207,West Virginia,WV,West,2017,M,Doctorate,8,203,33,3370,No
5208,West Virginia,WV,West,2017,M,Not Stated,9,47,28.8,3180.3,No
5209,West Virginia,WV,West,2018,F,8th grade or less,1,98,26.3,3122.7,No
5210,West Virginia,WV,West,2018,F,9th through 12th grade,2,992,23.7,3027.7,Yes
5211,West Virginia,WV,West,2018,F,High school graduate,3,2905,25.2,3134.4,No
5212,West Virginia,WV,West,2018,F,Some college credit,4,1914,27,3199,No
5213,West Virginia,WV,West,2018,F,Associate degree,5,903,28.8,3232.4,No
5214,West Virginia,WV,West,2018,F,Bachelor's degree,6,1214,30.3,3287.3,No
5215,West Virginia,WV,West,2018,F,Master's degree,7,569,32.2,3324.7,No
5216,West Virginia,WV,West,2018,F,Doctorate,8,179,32.7,3294.7,No
5217,West Virginia,WV,West,2018,F,Not Stated,9,41,31,3127.9,No
5218,West Virginia,WV,West,2018,M,8th grade or less,1,92,26.4,3111.3,No
5219,West Virginia,WV,West,2018,M,9th through 12th grade,2,1151,23.6,3158.2,No
5220,West Virginia,WV,West,2018,M,High school graduate,3,3000,25.2,3251.8,No
5221,West Virginia,WV,West,2018,M,Some college credit,4,2064,27.1,3307.7,No
5222,West Virginia,WV,West,2018,M,Associate degree,5,953,28.8,3366.8,No
5223,West Virginia,WV,West,2018,M,Bachelor's degree,6,1311,30.3,3415,No
5224,West Virginia,WV,West,2018,M,Master's degree,7,598,31.7,3371.8,No
5225,West Virginia,WV,West,2018,M,Doctorate,8,207,33.5,3391.1,No
5226,West Virginia,WV,West,2018,M,Not Stated,9,57,30.9,3103.2,No
5227,West Virginia,WV,West,2019,F,8th grade or less,1,81,26,3066.9,Yes
5228,West Virginia,WV,West,2019,F,9th through 12th grade,2,1011,23.7,3032.8,Yes
5229,West Virginia,WV,West,2019,F,High school graduate,3,3022,25.3,3100.9,No
5230,West Virginia,WV,West,2019,F,Some college credit,4,1853,27.4,3179.6,No
5231,West Virginia,WV,West,2019,F,Associate degree,5,873,28.8,3189,No
5232,West Virginia,WV,West,2019,F,Bachelor's degree,6,1241,30.1,3257.7,No
5233,West Virginia,WV,West,2019,F,Master's degree,7,554,31.9,3251.6,No
5234,West Virginia,WV,West,2019,F,Doctorate,8,182,33.4,3287.8,No
5235,West Virginia,WV,West,2019,F,Not Stated,9,15,32.9,2996.4,Yes
5236,West Virginia,WV,West,2019,M,8th grade or less,1,88,25.8,3052.6,Yes
5237,West Virginia,WV,West,2019,M,9th through 12th grade,2,1065,23.8,3136.1,No
5238,West Virginia,WV,West,2019,M,High school graduate,3,3139,25.5,3236.7,No
5239,West Virginia,WV,West,2019,M,Some college credit,4,1915,27.3,3299.9,No
5240,West Virginia,WV,West,2019,M,Associate degree,5,943,28.8,3315,No
5241,West Virginia,WV,West,2019,M,Bachelor's degree,6,1378,30.2,3404.5,No
5242,West Virginia,WV,West,2019,M,Master's degree,7,563,31.9,3416.6,No
5243,West Virginia,WV,West,2019,M,Doctorate,8,192,32.8,3296.4,No
5244,West Virginia,WV,West,2019,M,Not Stated,9,21,32,3199.4,No
5245,West Virginia,WV,West,2020,F,8th grade or less,1,95,26.1,3109.8,No
5246,West Virginia,WV,West,2020,F,9th through 12th grade,2,932,24.1,3060,Yes
5247,West Virginia,WV,West,2020,F,High school graduate,3,2796,25.6,3132.2,No
5248,West Virginia,WV,West,2020,F,Some college credit,4,1804,27.4,3194,No
5249,West Virginia,WV,West,2020,F,Associate degree,5,851,28.7,3204.2,No
5250,West Virginia,WV,West,2020,F,Bachelor's degree,6,1239,30.1,3272.8,No
5251,West Virginia,WV,West,2020,F,Master's degree,7,566,31.7,3286.3,No
5252,West Virginia,WV,West,2020,F,Doctorate,8,191,33.2,3269.1,No
5253,West Virginia,WV,West,2020,F,Not Stated,9,58,30.7,2888.4,Yes
5254,West Virginia,WV,West,2020,M,8th grade or less,1,88,25.1,3169.7,No
5255,West Virginia,WV,West,2020,M,9th through 12th grade,2,959,23.8,3163.8,No
5256,West Virginia,WV,West,2020,M,High school graduate,3,2956,25.4,3259.1,No
5257,West Virginia,WV,West,2020,M,Some college credit,4,1757,27.3,3328.5,No
5258,West Virginia,WV,West,2020,M,Associate degree,5,904,29,3316.9,No
5259,West Virginia,WV,West,2020,M,Bachelor's degree,6,1262,30,3411.5,No
5260,West Virginia,WV,West,2020,M,Master's degree,7,599,32.1,3398.6,No
5261,West Virginia,WV,West,2020,M,Doctorate,8,210,33.1,3358.4,No
5262,West Virginia,WV,West,2020,M,Not Stated,9,56,31.5,3110.1,No
5263,West Virginia,WV,West,2021,F,8th grade or less,1,71,26.8,3126,No
5264,West Virginia,WV,West,2021,F,9th through 12th grade,2,885,24.1,3037.4,Yes
5265,West Virginia,WV,West,2021,F,High school graduate,3,2787,25.4,3145,No
5266,West Virginia,WV,West,2021,F,Some college credit,4,1735,27.3,3175.4,No
5267,West Virginia,WV,West,2021,F,Associate degree,5,845,28.8,3179.1,No
5268,West Virginia,WV,West,2021,F,Bachelor's degree,6,1212,30.1,3252.7,No
5269,West Virginia,WV,West,2021,F,Master's degree,7,626,31.9,3250.1,No
5270,West Virginia,WV,West,2021,F,Doctorate,8,190,32.8,3248.7,No
5271,West Virginia,WV,West,2021,F,Not Stated,9,41,33,2859.1,Yes
5272,West Virginia,WV,West,2021,M,8th grade or less,1,99,25.9,3108.3,No
5273,West Virginia,WV,West,2021,M,9th through 12th grade,2,880,24.1,3145.9,No
5274,West Virginia,WV,West,2021,M,High school graduate,3,2914,25.4,3238.5,No
5275,West Virginia,WV,West,2021,M,Some college credit,4,1744,27.4,3285.1,No
5276,West Virginia,WV,West,2021,M,Associate degree,5,931,28.8,3319.9,No
5277,West Virginia,WV,West,2021,M,Bachelor's degree,6,1376,30.2,3398.8,No
5278,West Virginia,WV,West,2021,M,Master's degree,7,612,31.9,3378.6,No
5279,West Virginia,WV,West,2021,M,Doctorate,8,212,33,3395.8,No
5280,West Virginia,WV,West,2021,M,Not Stated,9,38,31.2,2866,Yes
5281,Wisconsin,WI,Midwest,2016,F,8th grade or less,1,1192,29.9,3323.4,No
5282,Wisconsin,WI,Midwest,2016,F,9th through 12th grade,2,2213,24.7,3088.8,Yes
5283,Wisconsin,WI,Midwest,2016,F,High school graduate,3,7959,26.2,3196.9,No
5284,Wisconsin,WI,Midwest,2016,F,Some college credit,4,6189,28,3253.1,No
5285,Wisconsin,WI,Midwest,2016,F,Associate degree,5,3627,30.1,3304,No
5286,Wisconsin,WI,Midwest,2016,F,Bachelor's degree,6,7720,31,3344,No
5287,Wisconsin,WI,Midwest,2016,F,Master's degree,7,2674,32.6,3330.8,No
5288,Wisconsin,WI,Midwest,2016,F,Doctorate,8,853,33,3292.7,No
5289,Wisconsin,WI,Midwest,2016,F,Not Stated,9,167,28.7,3184.1,No
5290,Wisconsin,WI,Midwest,2016,M,8th grade or less,1,1161,29.4,3471.2,No
5291,Wisconsin,WI,Midwest,2016,M,9th through 12th grade,2,2439,24.5,3188,No
5292,Wisconsin,WI,Midwest,2016,M,High school graduate,3,8099,26.3,3311.7,No
5293,Wisconsin,WI,Midwest,2016,M,Some college credit,4,6472,28,3362.1,No
5294,Wisconsin,WI,Midwest,2016,M,Associate degree,5,3753,30,3422.1,No
5295,Wisconsin,WI,Midwest,2016,M,Bachelor's degree,6,8207,30.9,3473.6,No
5296,Wisconsin,WI,Midwest,2016,M,Master's degree,7,2832,32.5,3432,No
5297,Wisconsin,WI,Midwest,2016,M,Doctorate,8,897,33.2,3448.7,No
5298,Wisconsin,WI,Midwest,2016,M,Not Stated,9,161,28,3212.4,No
5299,Wisconsin,WI,Midwest,2017,F,8th grade or less,1,1117,29.8,3318.4,No
5300,Wisconsin,WI,Midwest,2017,F,9th through 12th grade,2,2217,24.5,3071.8,Yes
5301,Wisconsin,WI,Midwest,2017,F,High school graduate,3,7888,26.4,3172.9,No
5302,Wisconsin,WI,Midwest,2017,F,Some college credit,4,5772,28.2,3249,No
5303,Wisconsin,WI,Midwest,2017,F,Associate degree,5,3506,30.1,3294.2,No
5304,Wisconsin,WI,Midwest,2017,F,Bachelor's degree,6,7684,31,3338.4,No
5305,Wisconsin,WI,Midwest,2017,F,Master's degree,7,2606,32.7,3308.5,No
5306,Wisconsin,WI,Midwest,2017,F,Doctorate,8,829,33.2,3277.1,No
5307,Wisconsin,WI,Midwest,2017,F,Not Stated,9,161,28.6,3011,Yes
5308,Wisconsin,WI,Midwest,2017,M,8th grade or less,1,1165,29.4,3412.6,No
5309,Wisconsin,WI,Midwest,2017,M,9th through 12th grade,2,2260,24.8,3226.1,No
5310,Wisconsin,WI,Midwest,2017,M,High school graduate,3,8088,26.4,3304.6,No
5311,Wisconsin,WI,Midwest,2017,M,Some college credit,4,6129,28.2,3356.6,No
5312,Wisconsin,WI,Midwest,2017,M,Associate degree,5,3721,30.1,3413.8,No
5313,Wisconsin,WI,Midwest,2017,M,Bachelor's degree,6,8079,31,3467.1,No
5314,Wisconsin,WI,Midwest,2017,M,Master's degree,7,2732,32.6,3435.4,No
5315,Wisconsin,WI,Midwest,2017,M,Doctorate,8,844,33.3,3432.2,No
5316,Wisconsin,WI,Midwest,2017,M,Not Stated,9,177,28.4,3171.9,No
5317,Wisconsin,WI,Midwest,2018,F,8th grade or less,1,1117,29.7,3304.7,No
5318,Wisconsin,WI,Midwest,2018,F,9th through 12th grade,2,2021,24.8,3083.9,Yes
5319,Wisconsin,WI,Midwest,2018,F,High school graduate,3,7832,26.6,3175.5,No
5320,Wisconsin,WI,Midwest,2018,F,Some college credit,4,5461,28.4,3242.4,No
5321,Wisconsin,WI,Midwest,2018,F,Associate degree,5,3408,30.3,3291,No
5322,Wisconsin,WI,Midwest,2018,F,Bachelor's degree,6,7664,31.2,3336.1,No
5323,Wisconsin,WI,Midwest,2018,F,Master's degree,7,2663,32.8,3312.6,No
5324,Wisconsin,WI,Midwest,2018,F,Doctorate,8,867,33.3,3293.9,No
5325,Wisconsin,WI,Midwest,2018,F,Not Stated,9,185,28.9,2948.1,Yes
